x1,x2,x3,y1,y2
-164.2538218,117.5027576,46.73765704,-39.06198783,-4.164085368
-163.9152038,117.3514967,46.57310356,-38.99414963,-4.202129765
-163.7731102,117.4362945,46.30770951,-38.944245,-4.236564529
-163.7238359,117.6511537,46.28868731,-38.95759492,-4.292943576
-164.1123013,117.8843475,46.56410812,-39.00916112,-4.207973935
-163.8705131,117.5640641,46.23832432,-38.93605171,-4.312997099
-164.102561,117.7731937,46.32902354,-38.97019999,-4.29655321
-164.5930128,117.7433999,46.71416577,-39.1262164,-4.271744137
-164.7013019,117.7227734,46.79140048,-39.14804609,-4.22785557
-164.0922477,117.5004658,46.5562586,-38.99529554,-4.302855746
-163.8149362,117.6391215,46.37377154,-38.87841215,-4.2803958
-164.4182607,117.958259,46.82835626,-39.11487183,-4.281255237
-164.4216985,117.592139,46.75221017,-39.04531476,-4.242981656
-164.7190636,117.4574939,46.89550691,-39.18305381,-4.272087912
0.001119628,0,0,0.077801939,0
-0.571009166,0.54749727,0.501592464,0.06503071,0
-2.258284502,2.225814983,2.150803349,-0.44106864,-0.030710538
-5.036075566,4.982332124,4.856934581,-1.419669095,-0.04778468
-8.921182053,8.898779404,8.693889696,-2.691457783,-0.057353075
-13.90127391,13.88001718,13.61691496,-4.415092448,-0.087261472
-20.04802243,19.94277009,19.70653959,-6.357533965,-0.155156971
-27.23715307,27.12181667,26.85309946,-8.516209754,-0.301948758
-35.48092713,35.51341383,35.07899723,-9.689283544,-1.026969552
-44.81973812,44.71225123,44.26442742,-10.1107513,-1.437321925
-55.42707766,53.27178233,52.97395886,-13.7191249,-0.945666841
-66.98506879,60.71175389,60.45392288,-16.44600293,-1.092687811
-79.62910141,67.08247161,66.86646652,-20.30584771,-1.595572868
-92.76874253,72.40639544,72.18122303,-23.55944585,-1.340893128
-104.8564331,76.57810115,76.39188987,-26.96516428,-1.354013861
-115.8486284,79.63654986,79.52596901,-29.47254218,-1.731879527
-125.8708062,81.60064918,81.55825031,-31.81227263,-1.618032813
-134.6382064,82.47612869,82.46581545,-33.80954621,-1.561080809
-142.3370403,82.29163628,82.31512755,-35.51317892,-1.813984379
-148.9438166,81.99369823,81.99369823,-36.95708986,-1.784018687
-154.3067016,82.21657881,82.22288135,-38.04983497,-1.714175131
-158.6892557,82.39419573,82.38560136,-38.95293104,-1.880275596
-161.9127163,82.1827743,82.19824416,-39.57894473,-1.885775991
-164.0148984,82.20282783,82.1827743,-39.98752093,-1.821432831
-165.0416388,82.44461601,82.44232418,-40.1929836,-1.914824951
-164.9430901,82.43029207,82.44690785,-40.14428219,-1.912418529
-164.0813615,81.9914064,82.00458443,-39.87923191,-1.858675087
-163.8997339,82.03724302,82.03151344,-39.88060701,-1.907319204
-164.2859075,82.09969542,82.10427908,-39.90507231,-1.904683598
-163.9862505,81.81207061,81.81665427,-39.81952971,-1.884057118
-164.0607351,82.11459232,82.09740359,-39.86754357,-1.915397909
-164.603899,82.35408868,82.36554784,-39.94976301,-1.923304727
-164.5414466,82.24751853,82.24981036,-39.88490419,-1.908980782
-164.0699024,81.98109316,82.0022926,-39.8359163,-1.938717291
-164.0899559,82.08193373,82.0796419,-39.80354419,-1.938717291
-164.3586731,82.19194163,82.17704472,-39.79953348,-1.938717291
-164.6377036,82.23548642,82.2343405,-39.93721524,-1.957395716
-164.9064208,82.21084923,82.21657881,-39.947242,-1.957395716
-165.0720056,82.46295066,82.45951292,-39.97904116,-1.957395716
-164.2085582,81.94900752,82.0022926,-39.81368554,-1.965130646
-163.6487784,81.83556188,81.83899963,-39.67818102,-1.965130646
-163.9209334,82.23892417,82.2194436,-39.6812177,-1.965130646
-164.3042421,82.47727461,82.46295066,-39.7490559,-1.976532506
-164.8560005,82.36554784,82.39075798,-40.00321998,-1.992747211
-165.0777351,82.44576193,82.45607517,-40.01834606,-1.992575324
-164.4698269,82.18392022,82.20626557,-39.84250532,-1.992575324
-163.681437,81.8189461,81.82352976,-39.64191279,-1.988392732
-163.8728049,82.31913826,82.31168981,-39.69187471,-1.988392732
-164.5592083,82.35867235,82.36726671,-39.84433878,-1.992747211
-164.5895751,81.8258216,81.82238385,-39.81672221,-1.996471437
-164.278459,82.07620415,82.07219345,-39.79546548,-1.996471437
-164.2669999,82.47269095,82.49274447,-39.79643951,-1.996471437
-164.5993154,82.43487573,82.43372982,-39.79838757,-1.996471437
-164.6285362,82.20511966,82.07735007,-39.83855191,-2.00552417
-164.8771999,82.37185037,82.2967929,-39.9852291,-2.013316396
-164.3105447,82.11803007,82.17360698,-39.7409199,-2.016868735
-163.9581756,82.0687557,82.2194436,-39.71129798,-2.016868735
-164.0630269,82.14896979,82.14782388,-39.72774187,-2.025520397
-164.7482844,82.37757995,82.37528812,-39.88736791,-2.038469244
-164.5076421,81.91864076,81.95015344,-39.80789866,-2.042823723
-164.2813238,82.12662444,82.10771683,-39.77558385,-2.042823723
-164.4990478,82.2967929,82.31684643,-39.82898351,-2.047006315
-164.835947,82.34148361,82.34148361,-39.86599659,-2.047006315
-0.0313495,0.025751416,0.01567475,0.062698772,0
-0.864352671,0.875548266,0.784860506,-0.02484345,-0.018907607
-2.844970366,2.839372568,2.710611763,-0.691875186,-0.050248399
-5.892584444,5.879177232,5.713449189,-1.724196163,-0.060447047
-10.04303342,10.10015731,9.805657002,-3.070039647,-0.080443274
-15.30192654,15.3568159,15.00410308,-4.869871968,-0.105195051
-21.73756038,21.72856494,21.38822801,-6.816553373,-0.171027902
-29.18641279,28.62881026,28.79680149,-8.818754388,-0.264935684
-37.71792625,34.34566855,37.30929275,-9.274313131,-0.642171097
-47.33330396,39.07944585,46.91458641,-10.31211159,-0.806495392
-58.21022015,42.65435872,57.77362631,-14.05988582,-0.565509344
-69.89053777,45.15560598,68.7280064,-16.7806905,-0.683882424
-82.98090451,46.5753381,78.56511878,-20.7406883,-0.952485039
-95.86901715,46.9974361,87.32736234,-23.89694091,-0.737912344
-107.6730936,46.88771469,94.97692187,-27.04820878,-0.343545494
-118.3770912,46.3838556,101.559061,-29.24813753,0.059759498
-127.9821557,46.49019657,107.0565911,-31.42801276,0.503859085
-136.597722,46.86084297,111.4821171,-33.29115692,0.763179783
-143.9894505,46.86193158,114.7514143,-34.85452956,0.985086337
-150.2627654,46.50142654,116.9234973,-36.22768021,1.356420284
-155.4119371,46.45553262,118.0510782,-37.20451595,1.539079229
-159.4661865,46.66265686,118.1811396,-38.04321157,1.667135296
-162.4879659,46.70517033,117.5394269,-38.60688745,1.79822804
-164.3277334,46.79586955,117.4609317,-38.97134591,1.864691144
-165.0851836,46.48016981,117.7319407,-39.0854218,1.905600331
-164.8032884,46.41966546,117.9370596,-39.03563177,1.947712729
-164.4887345,46.75667924,117.9748748,-38.90975294,1.833293057
-164.4807131,47.11162659,117.9233086,-38.91427931,1.773017897
-164.6766647,46.59659483,117.7892365,-38.86517683,1.770611474
-164.3082528,46.11960747,117.6167762,-38.78330116,2.012170481
-164.2469463,46.40064326,117.8396568,-38.74548594,1.830772043
-164.3242956,46.79025456,117.9513835,-38.77808724,1.821146352
-164.2893452,46.84737846,117.4821311,-38.74714752,1.757433445
-164.2813238,46.45662124,117.4408781,-38.71168143,1.841600945
-164.2847616,46.64810374,117.8923689,-38.75299169,1.842517678
-164.2881993,46.72648436,117.6236517,-38.73843856,1.755256205
-163.9679159,46.25958105,117.619068,-38.63794177,1.885145738
-163.9839587,46.46893983,118.0464945,-38.62103951,1.856898918
-164.4033638,46.60667889,118.0195655,-38.69821693,1.777028602
-164.2589785,46.27751463,117.7107413,-38.69162791,1.902449063
-164.2727294,46.65033827,117.7611615,-38.68114278,1.82212038
-164.3586731,46.58089579,117.7445458,-38.70577997,1.779836095
-164.4629514,46.75891377,117.7388162,-38.71872881,1.828021845
-164.12949,46.55516998,117.6391215,-38.62453455,1.777143193
-164.3231497,46.46785121,118.17541,-38.63587912,1.825042465
-164.7929751,46.63355061,118.0734235,-38.80404223,1.809916379
-164.5288416,46.76114831,117.8281976,-38.78444707,1.778976658
-163.9782291,46.48910795,117.6626128,-38.58929765,1.780466348
-163.6837288,46.23385525,117.4981739,-38.57159325,1.819599366
-163.8888477,46.25396607,117.9536754,-38.51475584,1.847044044
-164.5064962,46.65480734,117.8259058,-38.67363704,1.82063069
-164.468681,46.8182722,117.6757908,-38.71729642,1.774851362
-163.8888477,46.45662124,117.6591751,-38.54134108,1.76917908
-163.9891153,46.48463888,117.985188,-38.53692931,1.842861452
-164.3936235,46.76114831,117.9427892,-38.65215112,1.749469332
-164.2836156,46.44991763,117.6694883,-38.65272408,1.811406069
-164.2343413,46.86531204,117.700428,-38.64178058,1.776856714
-164.3265875,46.83397124,117.8430945,-38.64435889,1.667994733
-164.4383142,46.45776716,117.7388162,-38.6524376,1.813411422
-164.7729216,46.74103749,117.8281976,-38.71735372,1.769923925
-164.9253284,46.73656842,118.1284275,-38.77482138,1.728842851
-164.5735323,46.36706794,117.7978308,-38.71718183,1.80447328
-164.3936235,46.499192,117.6110466,-38.66424053,1.789519082
-0.135474725,0.126517676,0.103005779,0.078449381,0
-1.279729883,1.230466972,1.184561594,-0.044375581,-0.020397298
-3.494355001,3.456287685,3.359996398,-0.776833367,-0.035466088
-6.843178722,6.670718426,6.642758085,-1.856291583,-0.042685356
-11.27351758,9.399258038,11.01597305,-3.20276532,0.145187505
-16.79213247,11.04284477,16.47643272,-4.469116639,0.697690707
-23.43374464,11.59036324,23.05645193,-5.640242372,1.56744064
-31.11550439,11.10667227,30.71580903,-6.868434702,2.697370708
-40.01989878,10.83686644,39.60788483,-7.934479975,3.270614982
-49.91293184,11.16041571,49.49306837,-10.05683024,3.664179691
-60.90770545,11.09103052,60.47856007,-13.16787648,4.610843479
-73.16212678,10.75178221,72.72954364,-16.05094281,5.199294053
-86.29202761,11.10334911,85.38503542,-19.5182542,6.167289059
-98.92689291,11.32164603,97.08024993,-22.68499193,6.702070676
-110.4611063,11.02049941,107.6942931,-25.260781,7.388210554
-120.8849274,10.95443738,117.184766,-27.6120852,7.954269937
-130.3387311,10.77189303,125.6857408,-29.69100526,8.459040025
-138.580729,10.55468473,132.9714721,-31.48493612,8.939924649
-145.6813949,10.61518907,139.1794698,-33.07598262,9.331353944
-151.6791171,10.89507895,144.2931182,-34.40535929,9.624643018
-156.5395181,11.01826488,148.3233033,-35.39290935,9.783394727
-160.3932322,10.77750801,151.2952354,-36.15838096,10.00532248
-163.0523293,11.13692444,153.1235437,-36.7226871,10.12668525
-164.6239526,10.99362769,153.8374491,-36.97627822,10.15310434
-165.0954968,11.13801306,153.5074254,-37.11665288,10.24695483
-164.6657785,11.0708624,153.3865313,-36.97364261,10.16462652
-164.0578703,11.07200832,153.5165928,-36.82822592,10.17782174
-163.776548,11.13130945,153.4100226,-36.72635403,10.11827996
-164.2750213,11.11790224,153.2725127,-36.78989505,10.10000834
-164.9195988,11.31717696,153.0977606,-36.99157619,10.16548596
-164.8405306,10.90292848,153.2455837,-36.89325663,10.18520143
-164.2859075,10.92865428,153.4466919,-36.77877966,10.2176022
-164.2165796,11.14139351,153.2318327,-36.77075825,10.0695098
-164.6732269,11.02943756,153.5120091,-36.90987241,10.15930374
-164.8210501,10.81560971,153.4254925,-36.88580818,10.19406509
-164.7282309,11.04622522,153.5882125,-36.90706491,10.15488051
-163.9759373,10.78650345,153.3206412,-36.69759154,10.14259056
-163.8424381,10.70474237,152.9934823,-36.65679695,10.13222576
-164.1392303,11.25672991,152.8198761,-36.76651837,10.08320922
-164.3420573,11.06639333,153.0295786,-36.76124716,10.05275651
-164.3833103,10.99695085,153.5801911,-36.77259172,10.1483889
-164.6462979,11.43698244,153.3997094,-36.83149178,10.01405894
-164.5964506,11.14253943,153.282253,-36.78313414,10.09190099
-164.6938534,10.97122504,153.4948204,-36.8094902,10.09418709
-164.3621109,10.77527348,153.4203358,-36.7185618,10.13043813
-164.2578325,10.96784459,153.3750722,-36.70389408,10.14994734
-164.4772754,11.40787618,153.2748046,-36.7320836,9.984947528
-164.2320494,11.17164568,153.2272491,-36.72515081,10.08584482
-164.0114607,10.91524707,153.160213,-36.63021171,10.05020685
-164.5895751,11.30932744,153.3338192,-36.84638868,10.03830078
-164.7964129,11.33734508,153.7893207,-36.85716029,9.997293622
-164.4451897,10.96222961,153.4111685,-36.71369166,10.07945061
-164.8875132,11.10334911,153.3515809,-36.81911589,10.05638333
-165.012418,11.07424286,153.2667832,-36.83945589,10.07504457
-164.4394602,10.70588829,152.7620073,-36.70715994,10.11103778
-164.3409114,10.86706132,153.0593724,-36.71065498,10.07202508
-164.2996585,11.35860181,153.4168981,-36.7389591,9.989972368
-164.1472517,11.08426962,153.3045984,-36.6574845,9.9609956
-164.4428979,11.1089068,153.200893,-36.76978423,10.03551048
-164.5076421,11.2622876,152.8445133,-36.71500946,9.986907044
-164.8794917,11.21862822,153.4392435,-36.80553679,10.00762978
-164.5288416,11.03952161,153.5979528,-36.73300034,10.03909147
-164.4583678,11.18281836,153.1974553,-36.72538,10.01459752
-0.321332493,-0.314615136,0.26982989,0.082620514,0.050592173
-1.737660671,-1.709665954,1.635771587,0.120361244,0.49429069
-4.237784929,-4.192996818,4.08775593,0.145181776,1.274659207
-7.827291031,-7.842990074,7.616786337,0.041791542,2.393874964
-12.59917003,-12.5588338,12.32483784,0.114190489,3.942121518
-18.44024557,-17.22431453,18.10661224,0.038107423,5.64814346
-25.35618993,-20.80822284,24.96990178,-0.824245625,7.410573097
-33.30999004,-23.39908069,33.02225064,-2.951420194,9.123590854
-42.50212383,-24.86018036,42.0911985,-5.558435458,10.81615975
-52.69744943,-25.23747307,52.28205503,-8.765967787,12.40666767
-63.97875924,-24.65861381,63.54789497,-12.04678142,13.23773149
-76.3832955,-24.24998031,75.9272211,-15.12230427,13.80330386
-89.56991916,-24.44140551,89.37167576,-18.49479115,14.8207795
-102.0672746,-24.58029048,103.2888206,-21.26882361,15.43010866
-113.3092795,-24.58584817,116.4634121,-23.84203436,16.13967105
-123.4322978,-24.51978614,128.5723022,-26.21144403,16.65565392
-132.4764366,-24.76724661,139.6051775,-28.14403067,17.15481475
-140.5431094,-24.33168409,149.6279282,-29.94959257,17.58762707
-147.3607342,-24.20964408,158.4491864,-31.32652474,17.81864365
-153.0307245,-24.97213632,166.1480203,-32.46814315,18.289042
-157.6344404,-25.19043324,172.7616721,-33.34648745,18.5551236
-161.1208886,-24.59931268,178.2901419,-34.05569461,18.64227048
-163.5536674,-24.4918258,182.7586397,-34.35529424,18.6651315
-164.8525627,-24.99900804,186.0703358,-34.53806778,18.88600673
-165.0576816,-25.06730461,188.2962768,-34.5785186,18.83495619
-164.6210878,-24.34961767,189.4989152,-34.57479437,18.76385213
-164.2211632,-24.24104217,189.5894426,-34.37597802,18.54062777
-163.8653564,-24.9709904,188.7901665,-34.27147052,18.78986441
-163.8842641,-25.16585335,188.7758425,-34.21669575,18.73222486
-164.3151283,-25.06845052,189.2680133,-34.2892895,18.79633884
-164.5523328,-24.47836129,188.8044904,-34.40433943,18.68908114
-163.8516055,-24.56906051,188.3793557,-34.20357502,18.63980677
-163.6848747,-24.72244131,188.5460864,-34.11001101,18.63894733
-164.4262821,-24.24327671,189.0445597,-34.32160432,18.6176333
-164.9356416,-24.45148957,189.3591135,-34.37689475,18.6394057
-165.0473684,-24.70456503,189.0531541,-34.39786501,18.71520801
-164.5213931,-24.67207832,188.6623969,-34.28671119,18.66690767
-164.4663892,-24.37540077,189.0623214,-34.28573716,18.63316046
-164.1134472,-24.56121099,189.0823749,-34.16266583,18.57706789
-164.0630269,-24.71911816,188.8279817,-34.11213095,18.66450125
-164.3254416,-24.40227249,188.959189,-34.20271558,18.62353476
-164.6210878,-24.41567971,188.8818397,-34.20684088,18.57489065
-164.9379334,-24.23319265,188.9952853,-34.37019114,18.63608254
-164.4606596,-24.27570612,188.9311141,-34.25559958,18.53163233
-164.1180308,-24.58922862,188.999296,-34.12994994,18.58663628
-164.3409114,-24.39998066,188.5775991,-34.1671922,18.60073104
-164.767765,-23.94430733,188.7082335,-34.28883114,18.50814106
-164.8009965,-24.21417045,189.1963935,-34.29925897,18.49834349
-164.4451897,-24.90492837,189.5458978,-34.1712602,18.67286643
-163.9490083,-24.76833523,188.9838262,-34.09757782,18.59872569
-163.8750967,-24.59369769,188.6566673,-34.06732565,18.53994022
-164.3552354,-24.760543,189.0766454,-34.18420904,18.56933296
-164.7843808,-24.61610034,189.4731321,-34.29902979,18.5891
-164.7225013,-24.64406068,189.3677079,-34.26012595,18.54847729
-164.3208579,-24.51978614,189.1305034,-34.20643981,18.59471499
-164.2119959,-24.48512219,188.5506701,-34.14014859,18.4574343
-164.2011097,-24.65752519,188.7913124,-34.13808594,18.58193803
-163.9948449,-24.60939674,188.8474622,-34.12622571,18.51020371
-164.0355249,-24.82207867,189.2370735,-34.08262363,18.52704867
-164.6073368,-24.42129469,189.5648054,-34.22460257,18.5103756
-165.1178422,-24.31713097,189.2886397,-34.34796038,18.50074991
-164.5603543,-24.4279983,188.7477676,-34.29192511,18.48533734
0,0,0,0.07792226,0
-0.560932557,-0.559812997,0.487037044,0.074622023,0.112414319
-2.258284502,-2.228055248,2.150803349,0.085330604,0.622977011
-5.036075566,-4.991293184,4.858057579,0.092641546,1.502295339
-8.921182053,-8.851739569,8.692801076,0.084488356,2.773459503
-13.90241983,-13.89118986,13.61462313,0.075303843,4.41601491
-20.05140289,-19.9819604,19.70762821,0.067947065,6.402390831
-27.23491854,-27.155392,26.85309946,-0.669461077,8.757127048
-35.47760397,-34.99276708,35.07899723,-2.327050896,11.39662615
-44.82197265,-41.98147709,44.4099587,-4.504519701,14.04956112
-55.28710407,-47.82593308,54.86277153,-7.231798806,16.63059848
-66.98506879,-52.56417945,66.54962086,-10.33625603,19.17048028
-79.62795549,-56.22091069,79.18219433,-13.74810511,21.4915896
-92.74295942,-58.88459148,92.79910929,-16.7035933,22.98838454
-104.8140343,-60.41037809,106.5460857,-19.26116231,24.0478981
-115.8119591,-60.84926376,120.2947809,-21.83603464,24.96617756
-125.8370017,-60.20583215,134.2107798,-23.99207482,25.46688537
-134.6015371,-59.49364562,147.7102385,-25.99668226,25.78791363
-142.2963603,-59.61339379,160.178373,-27.59477614,26.23447693
-148.8217766,-60.34792569,171.5647633,-28.86880509,26.80531478
-154.2700323,-60.17317356,181.8350318,-30.02182536,27.13700005
-158.6004473,-59.47015435,191.0195452,-30.88830943,27.17510174
-161.8697444,-59.76350874,199.2409166,-31.41978508,27.3955759
-163.9713536,-60.70602431,206.2877246,-31.68317378,27.70273858
-164.9969481,-60.79540573,212.227578,-31.91871673,27.79779228
-164.9121503,-60.25166878,217.0862601,-31.93894214,27.69958731
-164.2165796,-59.72282873,220.821372,-31.76504945,27.53681
-164.1764725,-59.18367545,223.4781773,-31.70970173,27.37237111
-164.45493,-59.50453181,225.0423521,-31.7046024,27.39282571
-164.1082906,-60.33646653,225.4835296,-31.52492284,27.61312798
-164.0601621,-60.64586374,225.0818862,-31.44866216,27.59559547
-164.1335007,-60.17661131,224.2585458,-31.56915518,27.62349851
-164.6812483,-59.66381408,223.9588889,-31.63418589,27.42227574
-164.6778106,-59.6580845,224.4378816,-31.67503778,27.49143174
-164.2773131,-60.22130202,224.8681729,-31.47988836,27.52174121
-163.8326979,-60.48199781,225.1947588,-31.43703111,27.55061828
-164.1002691,-60.59429754,224.8521301,-31.36226012,27.58224555
-164.8067261,-59.78585409,224.3582405,-31.62123705,27.54465952
-164.8067261,-59.54521182,223.6787125,-31.60404831,27.39826881
-164.4921723,-60.0219127,223.8288275,-31.50458284,27.43184413
-164.9379334,-60.22817751,224.8567137,-31.52177157,27.5082767
-165.0765892,-59.9078941,225.1781431,-31.61894521,27.54930048
-164.6027531,-59.83971212,224.9151554,-31.54337208,27.41986931
-163.7742562,-60.03967439,223.8379948,-31.36134339,27.40113359
-163.8372815,-60.4006378,223.5624021,-31.25471594,27.42771884
-164.3174201,-60.56851444,224.2195847,-31.37681325,27.53732566
-164.3254416,-60.53470993,224.934063,-31.43112965,27.54007586
-164.2085582,-60.62523726,224.9718783,-31.38592328,27.4771078
-164.1575649,-60.22130202,224.8177526,-31.43811973,27.51165715
-164.7373982,-59.65350084,224.5186686,-31.53185563,27.32515939
-165.0215853,-59.86091156,223.902739,-31.59751659,27.39614886
-164.2836156,-60.54502317,223.9898286,-31.40769568,27.50438059
-164.0979773,-60.42183724,224.418974,-31.3706826,27.44410543
-164.6869779,-60.1319206,224.9844833,-31.51615659,27.41299382
-164.7878185,-60.66477135,225.2125205,-31.50544228,27.45619484
-164.5042044,-60.63669642,224.799418,-31.45805867,27.53612245
-164.1518353,-60.43043161,224.4075148,-31.36821888,27.44244385
-164.1495435,-59.97722199,224.2442219,-31.38145421,27.39190897
-164.5781159,-59.76121691,224.4814264,-31.48080509,27.26070164
-164.7081774,-59.98409749,224.4905937,-31.48160723,27.32269567
-164.8560005,-60.2975054,224.8767673,-31.43502576,27.42582808
-164.5660838,-59.92107213,224.6430005,-31.48642008,27.37729855
-164.3844562,-60.1577037,224.731236,-31.42138937,27.29496451
-0.035828025,-0.023512125,0.017914041,0.066182355,0
-0.883386329,-0.892341659,0.784860506,0.063426428,0.208212863
-2.843847368,-2.851685431,2.680382509,0.076535702,0.804776519
-5.938478363,-5.911606643,5.710091657,0.059833983,1.788831532
-10.10124593,-10.060967,9.805657002,0.066371431,3.142329732
-15.37692671,-15.3187142,15.00301446,0.06272169,4.873464414
-21.73641447,-21.76552072,21.29976333,0.051331289,6.956137351
-29.28828468,-29.23007217,28.79450966,-1.011402289,9.406666382
-37.82655904,-37.79298372,37.30929275,-2.718403989,12.24055001
-47.46204758,-47.46651665,46.91344049,-4.851583156,15.43477826
-58.20850128,-57.37312882,57.63726236,-7.185927805,18.86904718
-70.04065271,-66.0969842,69.44019294,-9.998634917,22.21534989
-83.15565664,-73.69726936,82.53342447,-12.91189612,25.44855072
-96.01569435,-80.28284625,96.24315859,-15.77376301,28.20115456
-107.8277923,-85.7803763,109.9941457,-18.02371098,30.08389388
-118.5168929,-90.2127778,123.742268,-20.13099245,31.89776367
-128.2439974,-93.4763454,137.6657154,-22.02049267,33.17643358
-136.7386696,-95.66103348,151.4138376,-23.61285697,34.2568028
-144.1149283,-96.73876709,165.1659706,-25.05739817,34.99500162
-150.3790759,-96.81840822,178.8613808,-26.26782881,35.40088492
-155.5150695,-96.44254791,191.7099594,-27.25933227,35.68237909
-159.5968209,-95.7435394,203.6309193,-28.02073588,35.75113402
-162.5515642,-95.09208638,214.2673078,-28.54298691,35.77617228
-164.3632568,-95.05599004,223.8299734,-28.82367894,35.82464451
-165.0989346,-95.43815289,232.2799549,-28.88882424,35.94233004
-164.7431278,-95.73609095,239.7209578,-28.83376299,35.93780367
-164.2738754,-96.06267689,245.9988564,-28.65689092,35.94364784
-164.5488951,-95.56993319,251.1950106,-28.70977493,35.93763178
-164.2526759,-95.29605936,255.2836375,-28.63064946,35.7907827
-163.9770832,-95.87703856,258.3266163,-28.46586679,35.82527476
-164.5357171,-95.83005602,260.1956046,-28.62222698,35.91654694
-164.971165,-95.49201093,260.9880053,-28.68284591,35.86967899
-165.1121126,-94.80789932,260.734185,-28.78231138,35.69613007
-164.4159689,-95.14365259,260.3073314,-28.59575633,35.70334934
-163.8046229,-96.02715351,259.728644,-28.39166876,35.77525554
-164.1237604,-96.72444314,259.4788344,-28.37299034,36.01119956
-164.5168095,-96.54224256,260.2523275,-28.48271175,36.00415218
-164.7528681,-96.11882675,261.0218098,-28.54017942,35.95785719
-164.4056557,-95.4312774,260.6723055,-28.58051565,35.76923949
-164.0767779,-95.22615851,259.714893,-28.45435034,35.66610708
-163.9616134,-95.59457037,259.1665724,-28.39997665,35.69647385
-164.1541272,-95.71431855,259.2244412,-28.43515626,35.74454501
-164.2354872,-95.31611288,259.6558784,-28.48443063,35.66433092
-164.6004613,-94.9832244,260.0833049,-28.56802517,35.61683271
-164.4079475,-95.24964978,260.082159,-28.5310121,35.61087395
-164.4560759,-95.59342446,260.3107691,-28.45881941,35.66169531
-164.8325092,-96.14002619,260.923261,-28.4643771,35.83684851
-164.9121503,-96.33254001,260.9352931,-28.46821592,35.89609234
-164.4967559,-95.46393599,260.2425872,-28.53731463,35.81627932
-164.0452652,-95.07776244,259.6490029,-28.42816617,35.48207304
-164.1059987,-95.69426503,259.9268874,-28.39310115,35.58732539
-163.9174956,-96.57662003,260.6041235,-28.29632858,35.82441532
-164.4033638,-96.69751413,261.032696,-28.38742887,35.83633285
-164.4990478,-96.06382281,260.4855213,-28.5308975,35.82974383
-163.8361356,-95.97100364,259.8672998,-28.30051117,35.6835823
-163.8928584,-96.11195126,260.0787212,-28.32658075,35.67475875
-164.6531734,-96.12971295,260.2190959,-28.40146634,35.75972839
-164.9322039,-96.24315859,260.7015264,-28.49136342,35.79341831
-164.4079475,-95.90625941,260.4373928,-28.46632516,35.75399881
-164.0825075,-95.6553039,260.0082474,-28.34990014,35.62663029
-164.3540894,-95.42898557,259.6770778,-28.41945721,35.56979288
-165.0330444,-95.32069654,259.8438085,-28.52430849,35.64845998
-164.9018371,-95.50748079,259.9893398,-28.56865542,35.58686702
-0.144431774,0.141073095,-0.113082388,0.093455146,-0.004354479
-1.280852881,1.239428032,-1.187924856,0.060922602,-0.275592699
-3.496589536,3.492114736,-3.337605207,0.079675511,-0.922347459
-6.843178722,6.83641782,-6.616974984,0.043917215,-1.929951037
-11.33511054,11.25002631,-11.04399068,0.021205168,-3.30946152
-16.86604402,16.78657478,-16.49545492,-0.024522594,-5.032746681
-23.52444386,23.50204121,-23.08217773,-0.147187128,-7.204084837
-31.21743358,31.22413719,-30.74714982,-1.538070824,-9.742173278
-40.13300065,40.07587676,-39.64037154,-3.407294064,-12.53276422
-50.04837907,50.00363106,-49.52440916,-5.541733738,-15.66741632
-61.0509449,61.0509449,-60.4550688,-7.941624759,-19.26507561
-72.26086416,73.34318144,-71.02212941,-10.53013349,-22.92587485
-82.50534954,86.5962682,-80.64552854,-12.54683033,-26.20754792
-91.51396495,100.3420987,-89.08290503,-14.05519902,-28.65316097
-99.42937689,114.265546,-96.40645157,-15.37580945,-30.93817395
-106.2074676,128.0079388,-102.6608589,-16.48276391,-32.80813631
-111.8751661,141.7600718,-107.7664858,-17.41439328,-34.25416719
-116.5029462,155.5059022,-111.8574044,-18.10967757,-35.55907857
-119.9567358,168.6054363,-114.7651652,-18.66166511,-36.46131521
-122.3339377,180.7343799,-116.5969113,-19.00045505,-37.0723174
-123.6001744,191.6308912,-117.2873255,-19.22814848,-37.34716526
-123.782375,201.4129996,-116.940686,-19.25845795,-37.33072137
-123.3434893,210.1001857,-116.0021811,-19.21926763,-37.02653807
-122.9687749,217.7021898,-116.0268183,-19.01896159,-36.94414674
-122.7659479,224.2820371,-116.6897305,-18.9047138,-37.14393713
-123.239211,229.6747158,-117.0558505,-18.89995825,-37.1768249
-123.8058663,233.962732,-116.5430533,-19.11212452,-37.26219561
-123.5451705,237.1415018,-116.1924031,-19.03626491,-37.07558326
-122.8072009,239.2327978,-116.3694471,-18.91445408,-37.0574205
-122.9057496,240.2257336,-116.5441992,-18.82616129,-37.05885289
-123.389326,240.3867348,-116.6908764,-18.92144417,-37.13923887
-123.7096094,240.0945263,-116.2863682,-19.0269257,-37.23171426
-123.1624347,239.3456705,-115.7661225,-18.94854507,-36.88599153
-122.9773693,239.5542271,-116.2823575,-18.84380839,-37.05547244
-123.4328708,239.5112553,-116.5923276,-18.92493921,-37.07947937
-123.5887153,239.2528513,-116.383771,-18.99145961,-37.18301285
-123.4477677,239.5261522,-116.0875518,-18.95891561,-37.0288872
-123.035811,239.9438384,-116.3098595,-18.86019498,-37.04911261
-122.845589,240.2371928,-116.8753688,-18.7174139,-37.19544603
